Animal_ID,Count,Sex,CaptureDate,Time,Age,Repro,Mass,TestisLength,Handler,Season,Location,prog.10,est.10,cort.10,Test.10,Notes
p,,F,6/29/2015,,A,,228.3,,,Summer,Zoo,49.728,249.2728,137.1144,na,
s,,F,6/29/2015,,A,,225.1,,,Summer,Zoo,17.66627219,96.2504931,41.00828402,na,
m,,F,6/30/2015,,A,,224,,,Summer,Zoo,32.62729124,161.700611,64.79266802,na,
s,,F,6/30/2015,,A,,225.1,,,Summer,Zoo,10.54785992,38.44747082,24.04435798,na,
m,,F,7/1/2015,,A,,224,,,Summer,Zoo,23.29156627,106.9036145,49.93253012,na,
s,,F,7/1/2015,,A,,225.1,,,Summer,Zoo,11.02282398,88.24758221,31.02823985,na,
g,,M,7/1/2015,,A,,213.7,,,Summer,Zoo,na,na,21.63478261,99.0310559,
a,,M,7/1/2015,,A,,228.3,,,Summer,Zoo,na,na,9.286530612,99.0310559,
b,,M,7/1/2015,,A,,222.9,,,Summer,Zoo,na,na,33.01127349,116.1210856,
m,,F,7/2/2015,,A,,224,,,Summer,Zoo,41.41082164,78.80160321,50.37354709,na,
s,,F,7/2/2015,,A,,225.1,,,Summer,Zoo,11.69307692,35.21153846,28.52307692,na,
m,,F,7/3/2015,,A,,224,,,Summer,Zoo,19.88704062,72.14893617,30.19729207,na,
m,,F,7/4/2015,,A,,224,,,Summer,Zoo,23.54457831,97.09437751,54.28674699,na,
s,,F,7/4/2015,,A,,225.1,,,Summer,Zoo,13.40363636,42.44848485,28.61090909,na,
m,,F,7/5/2015,,A,,224,,,Summer,Zoo,16.22535211,38.66197183,28.01287726,na,
s,,F,7/5/2015,,A,,225.1,,,Summer,Zoo,11.63346304,48.28988327,25.86536965,na,
m,,F,7/6/2015,,A,,224,,,Summer,Zoo,34.68097166,127.0647773,36.20890688,na,
s,,F,7/6/2015,,A,,225.1,,,Summer,Zoo,10.5696,41.368,27.36,na,
m,,F,7/7/2015,,A,,224,,,Summer,Zoo,14.11560694,71.56069364,43.66242775,na,
s,,F,7/7/2015,,A,,225.1,,,Summer,Zoo,22.27588933,69.05335968,42.11620553,na,
m,,F,7/8/2015,,A,,224,,,Summer,Zoo,13.83083004,45.72529644,46.55573123,na,
s,,F,7/8/2015,,A,,225.1,,,Summer,Zoo,11.13609959,59.36307054,41.39253112,na,
g,,M,7/8/2015,,A,,213.7,,,Summer,Zoo,na,na,23.46023166,78.22007722,
b,,M,7/8/2015,,A,,222.9,,,Summer,Zoo,na,na,18.27160494,69.99176955,
m,,F,7/9/2015,,A,,224,,,Summer,Zoo,27.92470588,58.4627451,39.83764706,na,
s,,F,7/9/2015,,A,,225.1,,,Summer,Zoo,33.555,125.5125,37.4525,na,
m,,F,7/10/2015,,A,,224,,,Summer,Zoo,36.35650485,134.6485437,92.14834951,na,
s,,F,7/10/2015,,A,,225.1,,,Summer,Zoo,16.06259542,91.03244275,49.25954198,na,
m,,F,7/11/2015,,A,,224,,,Summer,Zoo,29.56985743,94.34419552,56.89368635,na,
s,,F,7/11/2015,,A,,225.1,,,Summer,Zoo,31.09727626,250.2529183,105.9945525,na,
m,,F,7/12/2015,,A,,224,,,Summer,Zoo,30.6,192.9311024,78.37795276,na,
s,,F,7/12/2015,,A,,225.1,,,Summer,Zoo,19.88704062,112.1141199,52.38452611,na,
m,,F,7/13/2015,,A,,224,,,Summer,Zoo,26.32677165,130.769685,59.89370079,na,
s,,F,7/13/2015,,A,,225.1,,,Summer,Zoo,14.10871369,77.66804979,39.70207469,na,
s,,F,7/13/2015,,A,,225.1,,,Summer,Zoo,20.65846154,110.075,45.99230769,na,
m,,F,7/14/2015,,A,,224,,,Summer,Zoo,31.6368,90.96,73.7112,na,
s,,F,7/14/2015,,A,,225.1,,,Summer,Zoo,11.84538462,80.46346154,50.66538462,na,
m,,F,7/15/2015,,A,,224,,,Summer,Zoo,27.07080745,87.873706,53.40621118,na,
s,,F,7/15/2015,,A,,225.1,,,Summer,Zoo,14.52264529,106.8436874,39.03246493,na,
g,,M,7/15/2015,,A,,213.7,,,Summer,Zoo,na,na,31.51399594,85.87829615,
a,,M,7/15/2015,,A,,228.3,,,Summer,Zoo,na,na,47.15780933,78.22007722,
b,,M,7/15/2015,,A,,222.9,,,Summer,Zoo,na,na,14.90965251,61.71042471,
m,,F,7/16/2015,,A,,224,,,Summer,Zoo,26.74088292,108.756238,62.35163148,na,
s,,F,7/16/2015,,A,,225.1,,,Summer,Zoo,23.09182879,186.3463035,66.82412451,na,
m,,F,7/17/2015,,A,,224,,,Summer,Zoo,26.59591837,105.2959184,102.2595918,na,
s,,F,7/17/2015,,A,,225.1,,,Summer,Zoo,12.58210736,84.64413519,43.28588469,na,
m,,F,7/18/2015,,A,,224,,,Summer,Zoo,42.55740365,85.96551724,96.02677485,na,
s,,F,7/18/2015,,A,,225.1,,,Summer,Zoo,7.475206612,76.11570248,49.60909091,na,
m,,F,7/19/2015,,A,,224,,,Summer,Zoo,24.21496063,111.1220472,62.12834646,na,
s,,F,7/19/2015,,A,,225.1,,,Summer,Zoo,19.58951613,89.11491935,60.43064516,na,
m,,F,7/20/2015,,A,,224,,,Summer,Zoo,28.43927856,98.50701403,76.48016032,na,
s,,F,7/20/2015,,A,,225.1,,,Summer,Zoo,10.15714286,37.58531746,37.36190476,na,
m,,F,7/21/2015,,A,,224,,,Summer,Zoo,26.39760956,111.2011952,91.31474104,na,
s,,F,7/21/2015,,A,,225.1,,,Summer,Zoo,12.70120482,47.2248996,44.6313253,na,
m,,F,7/22/2015,,A,,224,,,Summer,Zoo,21.9096,112.596,62.3712,na,
s,,F,7/22/2015,,A,,225.1,,,Summer,Zoo,18.71294118,81.8254902,61.94352941,na,
g,,M,7/22/2015,,A,,213.7,,,Summer,Zoo,na,na,40.09298597,98.66533066,
a,,M,7/22/2015,,A,,228.3,,,Summer,Zoo,na,na,7.372762646,85.87829615,
b,,M,7/22/2015,,A,,222.9,,,Summer,Zoo,na,na,21.0225,90.40416667,
s,,F,7/23/2015,,A,,225.1,,,Summer,Zoo,9.487140115,41.25527831,22.59040307,na,
m,,F,7/24/2015,,A,,224,,,Summer,Zoo,36.0809816,87.39263804,148.3141104,na,
s,,F,7/24/2015,,A,,225.1,,,Summer,Zoo,19.43553719,114.9772727,53.6107438,na,
m,,F,7/25/2015,,A,,224,,,Summer,Zoo,27.10588235,76.10784314,78.67764706,na,
s,,F,7/25/2015,,A,,225.1,,,Summer,Zoo,19.5142268,82.4185567,46.74309278,na,
m,,F,7/26/2015,,A,,224,,,Summer,Zoo,17.55449102,118.7245509,68.21796407,na,
s,,F,7/26/2015,,A,,225.1,,,Summer,Zoo,6.61754386,34.40740741,12.29005848,na,
m,,F,7/27/2015,,A,,224,,,Summer,Zoo,33.78886756,66.82341651,90.71861804,na,
s,,F,7/27/2015,,A,,225.1,,,Summer,Zoo,12.73846154,62.59038462,31.05,na,
m,,F,7/28/2015,,A,,224,,,Summer,Zoo,28.39159664,38.5987395,77.18067227,na,
s,,F,7/28/2015,,A,,225.1,,,Summer,Zoo,8.699396378,35.06639839,7.70945674,na,
m,,F,7/29/2015,,A,,224,,,Summer,Zoo,30.24572565,71.22664016,83.75666004,na,
s,,F,7/29/2015,,A,,225.1,,,Summer,Zoo,19.21395349,84.18410853,24.99534884,na,
g,,M,7/29/2015,,A,,213.7,,,Summer,Zoo,na,na,27.78997996,79.06613226,
a,,M,7/29/2015,,A,,228.3,,,Summer,Zoo,na,na,14.97444219,98.66533066,
b,,M,7/29/2015,,A,,222.9,,,Summer,Zoo,na,na,18.0912,60.36,
m,,F,7/30/2015,,A,,224,,,Summer,Zoo,28.33454545,106.9010101,91.78424242,na,
s,,F,7/30/2015,,A,,225.1,,,Summer,Zoo,12.5044898,61.11632653,85.13877551,na,
m,,F,7/31/2015,,A,,224,,,Summer,Zoo,29.95485149,84.98019802,88.84990099,na,
s,,F,7/31/2015,,A,,225.1,,,Summer,Zoo,15.83294118,125.0039216,45.68705882,na,
m,,F,8/1/2015,,A,,224,,,Summer,Zoo,21.71929825,96.40545809,74.06081871,na,
s,,F,8/1/2015,,A,,225.1,,,Summer,Zoo,13.28538462,45.58269231,27.37153846,na,
m,,F,8/2/2015,,A,,224,,,Summer,Zoo,30.49942197,76.40655106,87.33410405,na,
s,,F,8/2/2015,,A,,225.1,,,Summer,Zoo,15.16167665,54.6506986,24.06706587,na,
m,,F,8/3/2015,,A,,224,,,Summer,Zoo,22.2825,124.2375,56.58,na,
s,,F,8/3/2015,,A,,225.1,,,Summer,Zoo,12.56792079,42.18019802,17.28712871,na,
s,,F,8/4/2015,,A,,225.1,,,Summer,Zoo,18.29461078,73.08582834,37.07305389,na,
m,,F,8/5/2015,,A,,224,,,Summer,Zoo,16.95,95.98125,73.935,na,
s,,F,8/5/2015,,A,,225.1,,,Summer,Zoo,11.38760331,49.04958678,28.8446281,na,
g,,M,8/5/2015,,A,,213.7,,,Summer,Zoo,na,na,27.91384615,80.31923077,
a,,M,8/5/2015,,A,,228.3,,,Summer,Zoo,na,na,36.85250965,79.06613226,
b,,M,8/5/2015,,A,,222.9,,,Summer,Zoo,na,na,21.85371429,62.92571429,
m,,F,8/6/2015,,A,,224,,,Summer,Zoo,21.71020408,105.7081633,58.91020408,na,
s,,F,8/6/2015,,A,,225.1,,,Summer,Zoo,9.086055777,31.03784861,15.50438247,na,
m,,F,8/7/2015,,A,,224,,,Summer,Zoo,20.89937888,100.6687371,50.59130435,na,
s,,F,8/7/2015,,A,,225.1,,,Summer,Zoo,17.46036961,71.12936345,34.18644764,na,
m,,F,8/8/2015,,A,,224,,,Summer,Zoo,26.19408284,80.95069034,73.80591716,na,
s,,F,8/8/2015,,A,,225.1,,,Summer,Zoo,7.428461538,40.27692308,36.12923077,na,
m,,F,8/9/2015,,A,,224,,,Summer,Zoo,21.7725,99.25833333,32.9675,na,
s,,F,8/9/2015,,A,,225.1,,,Summer,Zoo,16.03180915,83.60437376,52.92405567,na,
m,,F,8/10/2015,,A,,224,,,Summer,Zoo,6.768292683,124.7743902,52.48536585,na,
s,,F,8/10/2015,,A,,225.1,,,Summer,Zoo,na,25.042,12.6624,na,
m,,F,8/11/2015,,A,,224,,,Summer,Zoo,25.89486653,106.1396304,51.30677618,na,
s,,F,8/11/2015,,A,,225.1,,,Summer,Zoo,9,40.52788845,14.8876494,na,
m,,F,8/12/2015,,A,,224,,,Summer,Zoo,34.0255814,90.98837209,na,na,
s,,F,8/12/2015,,A,,225.1,,,Summer,Zoo,19.1448,100.19,62.8704,na,
g,,M,8/12/2015,,A,,213.7,,,Summer,Zoo,na,na,29.35294118,94.51372549,
a,,M,8/12/2015,,A,,228.3,,,Summer,Zoo,na,na,29.51533981,80.31923077,
b,,M,8/12/2015,,A,,222.9,,,Summer,Zoo,na,na,15.40427184,63.00582524,
m,,F,8/13/2015,,A,,224,,,Summer,Zoo,24.80158103,392.3083004,42.14940711,na,
s,,F,8/13/2015,,A,,225.1,,,Summer,Zoo,6.135892514,42.43570058,40.98426104,na,
m,,F,8/14/2015,,A,,224,,,Summer,Zoo,41.55348837,60.90891473,101.0302326,na,
s,,F,8/14/2015,,A,,225.1,,,Summer,Zoo,16.60527383,50.29614604,49.84989858,na,
m,,F,8/15/2015,,A,,224,,,Summer,Zoo,16.05306122,44.53469388,39.23265306,na,
s,,F,8/15/2015,,A,,225.1,,,Summer,Zoo,11.9666004,36.42743539,42.21232604,na,
m,,F,8/16/2015,,A,,224,,,Summer,Zoo,8.960320641,76.59719439,23.78597194,na,
s,,F,8/16/2015,,A,,225.1,,,Summer,Zoo,14.57821782,51.16633663,65.75762376,na,
m,,F,8/17/2015,,A,,224,,,Summer,Zoo,25.22987552,168.4045643,51.25643154,na,
s,,F,8/17/2015,,A,,225.1,,,Summer,Zoo,18.33230769,154.3423077,49.47230769,na,
m,,F,8/18/2015,,A,,224,,,Summer,Zoo,24.84823285,117.4802495,64.33347193,na,
s,,F,8/18/2015,,A,,225.1,,,Summer,Zoo,15.22600382,37.89866157,40.42370937,na,
m,,F,8/19/2015,,A,,224,,,Summer,Zoo,33.16941176,62.40588235,91.06352941,na,
s,,F,8/19/2015,,A,,225.1,,,Summer,Zoo,17.80790514,120.1936759,75.656917,na,
g,,M,8/19/2015,,A,,213.7,,,Summer,Zoo,na,na,16.79269777,58.82352941,
a,,M,8/19/2015,,A,,228.3,,,Summer,Zoo,na,na,29.30815109,94.51372549,
b,,M,8/19/2015,,A,,222.9,,,Summer,Zoo,na,na,12.18772277,58.23762376,
m,,F,8/20/2015,,A,,224,,,Summer,Zoo,16.95272727,106.0323232,41.27757576,na,
s,,F,8/20/2015,,A,,225.1,,,Summer,Zoo,11.64790419,52.1257485,47.34850299,na,
m,,F,8/21/2015,,A,,224,,,Summer,Zoo,22.63284823,53.995842,46.23866944,na,
s,,F,8/21/2015,,A,,225.1,,,Summer,Zoo,19.07368421,147.8732943,54.07017544,na,
m,,F,8/22/2015,,A,,224,,,Summer,Zoo,19.14378819,48.22199593,75.25784114,na,
s,,F,8/22/2015,,A,,225.1,,,Summer,Zoo,8.601956947,88.52446184,27.2853229,na,
m,,F,8/23/2015,,A,,224,,,Summer,Zoo,20.32325581,47.03488372,53.1255814,na,
s,,F,8/23/2015,,A,,225.1,,,Summer,Zoo,15.97142857,126.8154762,41.17380952,na,
s,,F,8/24/2015,,A,,225.1,,,Summer,Zoo,19.15688623,265.0159681,164.1005988,na,
m,,F,8/25/2015,,A,,224,,,Summer,Zoo,12.22857143,68.76190476,51.96666667,na,
s,,F,8/25/2015,,A,,225.1,,,Summer,Zoo,14.46441352,150.2922465,52.56858847,na,
m,,F,8/26/2015,,A,,224,,,Summer,Zoo,14.00869565,88.26679842,39.64505929,na,
s,,F,8/26/2015,,A,,225.1,,,Summer,Zoo,14.56465696,79.43866944,45.33804574,na,
g,,M,8/26/2015,,A,,213.7,,,Summer,Zoo,na,na,19.81428571,47.49603175,
a,,M,8/26/2015,,A,,228.3,,,Summer,Zoo,na,na,19.67953668,58.82352941,
b,,M,8/26/2015,,A,,222.9,,,Summer,Zoo,na,na,16.93846154,80.07692308,
m,,F,8/27/2015,,A,,224,,,Summer,Zoo,20.91252567,80.16632444,43.94414784,na,
s,,F,8/27/2015,,A,,225.1,,,Summer,Zoo,10.67142857,99.95238095,37.67857143,na,
m,,F,8/28/2015,,A,,224,,,Summer,Zoo,24.57361377,111.4818356,53.14646272,na,
s,,F,8/28/2015,,A,,225.1,,,Summer,Zoo,16.50661323,118.5571142,37.42364729,na,
m,,F,8/29/2015,,A,,224,,,Summer,Zoo,17.00161943,148.4696356,51.73117409,na,
s,,F,8/29/2015,,A,,225.1,,,Summer,Zoo,20.94035088,192.8401559,45.17426901,na,
m,,F,8/30/2015,,A,,224,,,Summer,Zoo,17.29145129,225.5884692,41.0528827,na,
s,,F,8/30/2015,,A,,225.1,,,Summer,Zoo,na,137.88,22.5696,na,
m,,F,8/31/2015,,A,,224,,,Summer,Zoo,32.64657534,211.074364,70.43131115,na,
s,,F,8/31/2015,,A,,225.1,,,Summer,Zoo,na,128.7582645,16.19752066,na,
m,,F,12/13/2015,,A,,,,,Fall,Zoo,33.78461538,81.58230453,67.7563786,na,
m,,F,12/14/2015,,A,,,,,Fall,Zoo,25.51111111,74.76803119,41.26003899,na,
m,,F,12/15/2015,,A,,,,,Fall,Zoo,26.73684211,98.05555556,47.63539095,na,
m,,F,12/16/2015,,A,,,,,Fall,Zoo,32.64657534,84.54526749,na,na,
m,,F,12/17/2015,,A,,,,,Fall,Zoo,10.83209877,67.29591837,na,na,
m,,F,12/18/2015,,A,,,,,Fall,Zoo,20.84326531,96.548,na,na,
m,,F,12/19/2015,,A,,,,,Fall,Zoo,39.3912,110.5306931,na,na,
m,,F,1/1/2016,,A,,232.3,,,Winter,Zoo,34.60277228,67.03118503,35.3995842,na,
s,,F,1/1/2016,,A,,225.3,,,Winter,Zoo,17.78698225,33.89349112,34.90729783,na,
m,,F,1/2/2016,,A,,232.3,,,Winter,Zoo,22.57297297,99.10615711,70.35838641,na,
s,,F,1/2/2016,,A,,225.3,,,Winter,Zoo,17.5943662,29.86720322,10.85311871,na,
m,,F,1/3/2016,,A,,232.3,,,Winter,Zoo,37.90318471,88.37860082,49.21399177,na,
s,,F,1/3/2016,,A,,225.3,,,Winter,Zoo,30.40727273,106.7232323,64.80969697,na,
m,,F,1/4/2016,,A,,232.3,,,Winter,Zoo,33.92592593,134.0890269,78.46956522,na,
s,,F,1/4/2016,,A,,225.3,,,Winter,Zoo,22.5686747,55.63052209,42.39116466,na,
m,,F,1/5/2016,,A,,232.3,,,Winter,Zoo,31.59503106,124.7252964,65.54782609,na,
s,,F,1/5/2016,,A,,225.3,,,Winter,Zoo,32.81102362,86.09448819,65.31023622,na,
m,,F,1/6/2016,,A,,232.3,,,Winter,Zoo,34.55573123,113.9917695,40.50946502,na,
s,,F,1/6/2016,,A,,225.3,,,Winter,Zoo,28.37227723,78,42.99881188,na,
m,,F,1/7/2016,,A,,232.3,,,Winter,Zoo,14.45679012,98.78163265,45.34367347,na,
s,,F,1/7/2016,,A,,225.3,,,Winter,Zoo,40.44748491,109.7947686,44.58832998,na,
m,,F,1/8/2016,,A,,232.3,,,Winter,Zoo,32.69387755,115.5680473,55.88481262,na,
s,,F,1/8/2016,,A,,225.3,,,Winter,Zoo,23.8902439,54.04268293,33.53495935,na,
m,,F,1/9/2016,,A,,232.3,,,Winter,Zoo,25.40591716,142.702,53.9168,na,
s,,F,1/9/2016,,A,,225.3,,,Winter,Zoo,29.39178082,82.00978474,56.3334638,na,
m,,F,1/10/2016,,A,,232.3,,,Winter,Zoo,32.9976,192.1461538,56.52769231,na,
s,,F,1/10/2016,,A,,225.3,,,Winter,Zoo,20.2392,50.888,25.6664,na,
m,,F,1/11/2016,,A,,232.3,,,Winter,Zoo,33.63923077,176.1809145,56.66163022,na,
s,,F,1/11/2016,,A,,225.3,,,Winter,Zoo,29.2608,97.234,32.5536,na,
m,,F,1/12/2016,,A,,232.3,,,Winter,Zoo,36.75149105,167.5,64.99,na,
s,,F,1/12/2016,,A,,225.3,,,Winter,Zoo,9.014423077,33.09134615,17.04326923,na,
m,,F,1/13/2016,,A,,232.3,,,Winter,Zoo,25.8075,284.499002,77.71576846,na,
s,,F,1/13/2016,,A,,225.3,,,Winter,Zoo,22.5675,82.64583333,30.9875,na,
m,,F,1/14/2016,,A,,232.3,,,Winter,Zoo,43.48023952,71.94011976,33.92095808,na,
s,,F,1/14/2016,,A,,225.3,,,Winter,Zoo,15.77964072,46.499002,32.90938124,na,
m,,F,1/15/2016,,A,,232.3,,,Winter,Zoo,21.43473054,71.2038835,38.72776699,na,
m,,F,1/16/2016,,A,,232.3,,,Winter,Zoo,26.36737864,73.20408163,75.4922449,na,
s,,F,1/16/2016,,A,,225.3,,,Winter,Zoo,31.81935484,75.36491935,61.29112903,na,
m,,F,1/17/2016,,A,,232.3,,,Winter,Zoo,36.91102041,68.37649402,80.00239044,na,
s,,F,1/17/2016,,A,,225.3,,,Winter,Zoo,31.96948454,124.9072165,101.705567,na,
m,,F,1/18/2016,,A,,232.3,,,Winter,Zoo,31.2310757,95.16700201,104.6366197,na,
s,,F,1/18/2016,,A,,225.3,,,Winter,Zoo,30.75923077,65.44615385,79.17923077,na,
m,,F,1/19/2016,,A,,232.3,,,Winter,Zoo,50.70422535,150.6803922,55.44941176,na,
s,,F,1/19/2016,,A,,225.3,,,Winter,Zoo,22.625,47.84027778,32.08333333,na,
m,,F,1/20/2016,,A,,232.3,,,Winter,Zoo,44.61176471,134.6605691,43.80894309,na,
s,,F,1/20/2016,,A,,225.3,,,Winter,Zoo,28.19076923,61.91923077,40.18615385,na,
m,,F,1/21/2016,,A,,232.3,,,Winter,Zoo,37.80731707,215.5393939,95.88929293,na,
s,,F,1/21/2016,,A,,225.3,,,Winter,Zoo,56.35247525,144.790099,88.3009901,na,
m,,F,1/22/2016,,A,,232.3,,,Winter,Zoo,47.40363636,130.5489022,57.76686627,na,
s,,F,1/22/2016,,A,,225.3,,,Winter,Zoo,17.69538462,33.79038462,30.09692308,na,
m,,F,1/23/2016,,A,,232.3,,,Winter,Zoo,42.66826347,149.4603175,54.75634921,na,
s,,F,1/23/2016,,A,,225.3,,,Winter,Zoo,11.26545455,108.5474747,56.92363636,na,
m,,F,1/24/2016,,A,,232.3,,,Winter,Zoo,25.99285714,69.97368421,33.84777328,na,
s,,F,1/24/2016,,A,,225.3,,,Winter,Zoo,32.96205534,84.46245059,43.14940711,na,
m,,F,1/25/2016,,A,,232.3,,,Winter,Zoo,30.5708502,88.69685039,37.61574803,na,
s,,F,1/25/2016,,A,,225.3,,,Winter,Zoo,31.19524752,107.0019802,50.27485149,na,
m,,F,1/26/2016,,A,,232.3,,,Winter,Zoo,30.69212598,101.0909091,41.25656566,na,
s,,F,1/26/2016,,A,,225.3,,,Winter,Zoo,19.52601156,39.0982659,25.2539499,na,
m,,F,1/27/2016,,A,,232.3,,,Winter,Zoo,30.91636364,58.52631579,27.47758285,na,
s,,F,1/27/2016,,A,,225.3,,,Winter,Zoo,26.17651822,99.79352227,45.90769231,na,
m,,F,1/28/2016,,A,,232.3,,,Winter,Zoo,18.90526316,53.20750988,26.81343874,na,
s,,F,1/28/2016,,A,,225.3,,,Winter,Zoo,19.93188119,51.69306931,34.74772277,na,
m,,F,1/29/2016,,A,,232.3,,,Winter,Zoo,19.26640316,77.64848485,39.99111111,na,
s,,F,1/29/2016,,A,,225.3,,,Winter,Zoo,36.5100616,69.80903491,35.45462012,na,
m,,F,1/30/2016,,A,,232.3,,,Winter,Zoo,29.93454545,192.5317919,62.30211946,na,
s,,F,1/30/2016,,A,,225.3,,,Winter,Zoo,33.3984375,197.2695313,67.6609375,na,
m,,F,1/31/2016,,A,,232.3,,,Winter,Zoo,58.27976879,98.84241245,37.22801556,na,
s,,F,1/31/2016,,A,,225.3,,,Winter,Zoo,23.36792079,86.08514851,38.15445545,na,
m,,F,2/1/2016,,A,,232.3,,,Winter,Zoo,31.01322957,156.8203125,53.57265625,na,
s,,F,2/1/2016,,A,,225.3,,,Winter,Zoo,14.07461538,94.26153846,32.91230769,na,
m,,F,2/2/2016,,A,,232.3,,,Winter,Zoo,34.36875,149.1284585,33.23715415,na,
s,,F,2/2/2016,,A,,225.3,,,Winter,Zoo,32.3475,99.05625,40.40583333,na,
m,,F,2/3/2016,,A,,232.3,,,Winter,Zoo,31.54624506,192.9719439,51.0501002,na,
s,,F,2/3/2016,,A,,225.3,,,Winter,Zoo,27.39352227,115.8906883,31.02753036,na,
m,,F,2/4/2016,,A,,232.3,,,Winter,Zoo,33.05651303,187.5964215,57.32962227,na,
s,,F,2/4/2016,,A,,225.3,,,Winter,Zoo,23.95648855,119.9141221,29.5259542,na,
m,,F,2/5/2016,,A,,232.3,,,Winter,Zoo,38.7554672,237.3938224,55.34903475,na,
s,,F,2/5/2016,,A,,225.3,,,Winter,Zoo,27.85411765,128.9098039,42.92627451,na,
m,,F,2/6/2016,,A,,232.3,,,Winter,Zoo,31.11428571,54.57746479,25.12354125,na,
s,,F,2/6/2016,,A,,225.3,,,Winter,Zoo,27.17178423,137.9502075,31.11120332,na,
m,,F,2/7/2016,,A,,232.3,,,Winter,Zoo,17.81891348,129.5769981,57.57348928,na,
s,,F,2/7/2016,,A,,225.3,,,Winter,Zoo,30.5245509,146.49501,31.60798403,na,
m,,F,2/8/2016,,A,,232.3,,,Winter,Zoo,29.55087719,165.9860835,57.60795229,na,
s,,F,2/8/2016,,A,,225.3,,,Winter,Zoo,35.235,182.5645833,39.06666667,na,
m,,F,2/9/2016,,A,,232.3,,,Winter,Zoo,36.07157058,276.2811881,58.27564356,na,
s,,F,2/9/2016,,A,,225.3,,,Winter,Zoo,26.80248447,111.3561077,54.35279503,na,
m,,F,2/10/2016,,A,,232.3,,,Winter,Zoo,42.29465347,205.8585462,46.41493124,na,
s,,F,2/10/2016,,A,,225.3,,,Winter,Zoo,29.71417323,110.9311024,35.22519685,na,
m,,F,2/11/2016,,A,,232.3,,,Winter,Zoo,34.0762279,246.2192308,48.67846154,na,
s,,F,2/11/2016,,A,,225.3,,,Winter,Zoo,45.46909091,265.3454545,43.25818182,na,
m,,F,2/12/2016,,A,,232.3,,,Winter,Zoo,27.96923077,177.831068,51.54640777,na,
s,,F,2/12/2016,,A,,225.3,,,Winter,Zoo,27.57894737,112.202729,25.60779727,na,
m,,F,2/13/2016,,A,,232.3,,,Winter,Zoo,26.27650485,258.8431772,52.56130346,na,
s,,F,2/13/2016,,A,,225.3,,,Winter,Zoo,15.6456,59.41,14.9296,na,
m,,F,2/14/2016,,A,,232.3,,,Winter,Zoo,33.65376782,85.702,32.3256,na,
s,,F,2/14/2016,,A,,225.3,,,Winter,Zoo,9.12,25.08571429,8.460408163,na,
m,,F,2/15/2016,,A,,232.3,,,Winter,Zoo,36.2376,153.2768031,33.11890838,na,
s,,F,2/15/2016,,A,,225.3,,,Winter,Zoo,7.7664,21.586,15.2776,na,
m,,F,2/16/2016,,A,,232.3,,,Winter,Zoo,16.33684211,211.3727088,41.63340122,na,
s,,F,2/16/2016,,A,,225.3,,,Winter,Zoo,27.02125984,165.1633858,31.64251969,na,
m,,F,2/17/2016,,A,,232.3,,,Winter,Zoo,18.45458248,227.3910387,52.17678208,na,
s,,F,2/17/2016,,A,,225.3,,,Winter,Zoo,10.05659656,25.13193117,10.32887189,na,
m,,F,2/18/2016,,A,,232.3,,,Winter,Zoo,18.10264766,95.12851406,47.09076305,na,
s,,F,2/18/2016,,A,,225.3,,,Winter,Zoo,27.76296296,188.0082305,34.8526749,na,
m,,F,2/19/2016,,A,,232.3,,,Winter,Zoo,13.36565657,147.2217742,65.19758065,na,
s,,F,2/19/2016,,A,,225.3,,,Winter,Zoo,24.47265306,100.6020408,25.84081633,na,
m,,F,2/20/2016,,A,,232.3,,,Winter,Zoo,38.025,15.85686654,8.10754352,na,
m,,F,2/21/2016,,A,,232.3,,,Winter,Zoo,7.309090909,145.5898438,46.13125,na,
s,,F,2/21/2016,,A,,225.3,,,Winter,Zoo,46.88744939,229.6214575,82.6097166,na,
m,,F,2/22/2016,,A,,232.3,,,Winter,Zoo,27.18984375,139.3722772,52.64079208,na,
s,,F,2/22/2016,,A,,225.3,,,Winter,Zoo,14.55826772,45.8484252,14.04173228,na,
m,,F,2/23/2016,,A,,232.3,,,Winter,Zoo,27.38138614,131.0039216,58.5654902,na,
s,,F,2/23/2016,,A,,225.3,,,Winter,Zoo,32.49581749,173.4543726,34.19163498,na,
m,,F,2/24/2016,,A,,232.3,,,Winter,Zoo,37.95529412,114.9787645,45.38841699,na,
s,,F,2/24/2016,,A,,225.3,,,Winter,Zoo,37.11891892,261.8590734,61.62857143,na,
m,,F,2/25/2016,,A,,232.3,,,Winter,Zoo,24.36602317,106.8822314,69.67107438,na,
s,,F,2/25/2016,,A,,225.3,,,Winter,Zoo,35.2621118,154.1428571,51.09565217,na,
m,,F,2/26/2016,,A,,232.3,,,Winter,Zoo,28.67355372,72.46850394,37.45748031,na,
m,,F,2/27/2016,,A,,232.3,,,Winter,Zoo,26.1496063,28.55060729,17.63076923,na,
m,,F,2/28/2016,,A,,232.3,,,Winter,Zoo,21.98623482,73.19556452,19.50241935,na,
m,,F,2/29/2016,,A,,232.3,,,Winter,Zoo,22.85564516,172.4038462,402.1269231,na,
s,,F,2/29/2016,,A,,225.3,,,Winter,Zoo,32.14285714,71.55918367,38.00571429,na,
m,,F,3/1/2016,,A,,232.3,,,Winter,Zoo,25.41686747,46.63600783,495.1726027,na,
s,,F,3/1/2016,,A,,225.3,,,Winter,Zoo,39.92129817,129.1703854,43.5148073,na,
