ct,ID-MGRS,date,prog/10,est/10,cort/10,,,,,,,,,,,,,,,,,,ct,ID-PHX-2,date,ex-prog,ex-est,ex-cort,,ct,ID-PHX-3,date,ex-prog,ex-est,ex-cort
,s,5/16/2016,27.87923077,127.4692308,612.2146154,,,,,,,,,,,,,,,,,,448,s,12/6/2016,414.9278351,2194.886598,566.3257732,,,,,,,
,s,5/17/2016,33.00363636,165.3292929,24.40808081,,,,,,,,,,,,,,,,,,449,s,12/7/2016,272.7054108,2457.234469,338.0921844,,,,,,,
,s,5/18/2016,48.86019802,175.0118812,30.52752475,,,,,,,,,,,,,,,,,,450,s,12/8/2016,256.5560166,1722.427386,225.0871369,,,,,,,
,s,5/19/2016,38.122334,179.8672032,30.2527163,,,,,,,,,,,,,,,,,,451,s,12/9/2016,202.1052632,563.7426901,113.2475634,,,,,,,
,s,5/23/2016,29.79604743,115.3754941,22.20948617,,,,,,,,,,,,,,,,,,452,s,12/10/2016,165.7933884,659.5247934,177.7190083,,,,,,,
,s,5/24/2016,35.20490798,171.1820041,26.06298569,,,,,,,,,,,,,,,,,,453,s,12/11/2016,149.3852459,622.5819672,180.0819672,,,,,,,
,s,5/25/2016,25.76047904,132.0618762,37.08982036,,,,,,,,,,,,,,,,,,454,s,12/12/2016,152.6257426,682.9306931,148.3722772,,,,,,,
,s,5/26/2016,22.30674847,76.53783231,22.9595092,,,,,,,,,,,,,,,,,,455,s,12/13/2016,152.7407407,523.0452675,256.526749,,,,,,,
,s,5/28/2016,32.89834711,147.8553719,26.50743802,,,,,,,,,,,,,,,,,,456,s,12/14/2016,207.4588235,557,202.5176471,,,,,,,
,s,5/29/2016,33.0492986,128.1523046,32.00480962,,,,,,,,,,,,,,,,,,457,s,12/15/2016,198.1069307,879.960396,210.3920792,,,,,,,
,s,6/1/2016,27.96244898,126.2755102,21.51591837,,,,,,,,,,,,,,,,,,458,s,12/16/2016,175.0062112,680.6004141,153.863354,,,,,,,
,s,6/3/2016,29.25957447,229.9381044,358.3009671,,,,,,,,,,,,,,,,,,459,s,12/17/2016,86.67206478,435.8097166,90.12955466,,,,,,,
,s,6/5/2016,23.77933884,117.9524793,37.95123967,,,,,,,,,,,,,,,,,,460,s,12/18/2016,147.3684211,1137.11501,290.1988304,,,,,,,
,s,6/6/2016,30.74457831,98.87751004,43.09076305,,,,,,,,,,,,,,,,,,461,s,12/19/2016,273.770751,1135.533597,289.8735178,,,,,,,
,s,6/7/2016,27.28897485,209.2205029,58.77833656,,,,,,,,,,,,,,,,,,462,s,12/20/2016,171.0184049,590.2249489,119.4110429,,,,,,,
,s,6/8/2016,29.74390244,124,54.28536585,,,,,,,,,,,,,,,,,,463,s,12/22/2016,199.6752475,1743.960396,229.8772277,,,,,,,
,s,6/10/2016,21.9627907,162.0697674,44.6496124,,,,,,,,,,,,,,,,,,464,s,12/22/2016,224.6573146,857.0140281,176.5130261,,,,,,,
,s,6/11/2016,22.57992278,86.59459459,26.68108108,,,,,,,,,,,,,,,,,,465,s,12/23/2016,275.2765073,995.3638254,295.6091476,,,,,,,
,s,6/12/2016,21.10445344,90.91700405,56.55546559,,,,,,,,,,,,,,,,,,466,s,12/24/2016,419.1532258,1968.709677,559.7903226,,,,,,,
,s,6/13/2016,23.48148148,93.19958848,42.35061728,,,,,,,,,,,,,,,,,,467,s,12/25/2016,307.3564155,1750.89613,325.4419552,,,,,,,
,s,6/15/2016,22.39683794,132.6245059,43.71067194,,,,,,,,,,,,,,,,,,468,s,12/26/2016,217.5953757,774.6242775,230.982659,,,,,,,
,s,6/16/2016,29.85330661,133.7374749,41.53987976,,,,,,,,,,,,,,,,,,469,s,12/27/2016,268.8096192,925.3907816,262.5330661,,,,,,,
,s,6/17/2016,26.50588235,105.6607843,37.56392157,,,,,,,,,,,,,,,,,,470,s,12/28/2016,248.6011561,952.9094412,231.0982659,,,,,,,
,s,6/18/2016,21.65,133.6904762,32.5468254,,,,,,,,,,,,,,,,,,471,s,12/29/2016,184.692607,753.2879377,152.8249027,,,,,,,
,s,6/19/2016,19.83182711,80.08644401,23.92062868,,,,,,,,,,,,,,,,,,472,s,12/30/2016,273.7190083,1048.884298,282.0495868,,,,,,,
,s,6/20/2016,19.72573674,108.459725,30.80943026,,,,,,,,,,,,,,,,,,473,s,12/31/2016,306.8571429,1041.677019,253.3416149,,,,,,,
,s,6/21/2016,29.52426036,118.642998,53.36252465,,,,,,,,,,,,,,,,,,474,s,1/1/2017,316.5241935,1585.625,225.9677419,,,,,,,
,s,6/22/2016,23.42823529,122.3588235,47.2854902,,,,,,,,,,,,,,,,,,475,s,1/2/2017,107.0805501,346.0314342,51.98428291,,,,,,,
,s,6/24/2016,15.95184466,67.9184466,27.98524272,,,,,,,,,,,,,,,,,,476,s,1/3/2017,212.1351889,886.2624254,321.7097416,,,,,,,
,s,6/25/2016,31.41692308,178.5884615,65.30615385,,,,,,,,,,,,,,,,,,477,s,1/4/2017,308.1656805,1233.925049,294.1775148,,,,,,,
,s,6/29/2016,22.28605108,172.1552063,60.60353635,,,,,,,,,,,,,,,,,,478,s,1/5/2017,239.3553719,953.3471074,135.5702479,,,,,,,
,s,6/30/2016,17.0712,37.8,21.1808,,,,,,,,,,,,,,,,,,479,s,1/7/2017,299.7844311,653.2135729,327.4011976,,,,,,,
,s,7/12/2016,31.52177419,223.3245968,54.49596774,,,,,,,,,,,,,,,,,,480,s,1/7/2017,285.2038835,1494.038835,326.1436893,,,,,,,
,s,7/13/2016,32.6313253,181.3232932,58.55662651,,,,,,,,,,,,,,,,,,481,s,1/8/2017,276.3,617.5,115.7538462,,,,,,,
,s,7/14/2016,34.06046512,153.9263566,62.32015504,,,,,,,,,,,,,,,,,,482,s,1/9/2017,172.4701195,402.4701195,136.7649402,,,,,,,
,s,7/17/2016,31.57207392,135.1252567,47.8201232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/18/2016,33.60461538,106.2461538,656.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/19/2016,31.44684318,130.3360489,53.95845214,,,,,,,,,,,,,,,,,,,,,242.43916,1067.688796,473.4195342,,,,,,,
,s,7/20/2016,29.05263158,88.52046784,54.39610136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/21/2016,45.80963855,256.8915663,1083.838554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/22/2016,29.76602317,100.3436293,74.45328185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/23/2016,45.44824903,110.5038911,56.60389105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/24/2016,27.98709677,86.84879032,56.8016129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/25/2016,42.76341948,106.4512922,79.25248509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/26/2016,26.9306288,101.8681542,43.66004057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/27/2016,27.83907157,77.64603482,48.81547389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/28/2016,38.22857143,139.8928571,46.38809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/29/2016,24.11348089,40.75050302,31.92676056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/30/2016,34.65,58.41393443,31.08934426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,7/31/2016,31.26985447,71.71517672,63.46029106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/1/2016,37.87258065,265.625,106.6717742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/3/2016,33.78461538,113.2442308,62.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/4/2016,25.08923077,92.17115385,60.00230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/5/2016,38.91663405,93.92563601,109.9819961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/6/2016,24.75180723,99.11646586,55.05783133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/7/2016,20.44541833,67.65936255,47.33784861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/8/2016,23.63319838,56.18825911,40.22672065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/9/2016,17.16024341,43.4198783,95.74442191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/10/2016,25.0360396,78.27920792,47.41782178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/12/2016,19.22459016,38.27868852,34.50163934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/13/2016,18.22978723,47.71760155,52.88355899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/14/2016,38.84247104,92.38030888,44.36293436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/15/2016,25.21414538,78.40667976,49.00196464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/16/2016,18.65714286,38.62896825,34.91746032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/17/2016,18.10391753,67.88247423,44.86762887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/18/2016,26.76461538,77.36923077,85.06384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/19/2016,27.0816568,64.35502959,43.26390533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/20/2016,17.7355102,59.34081633,46.56244898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/21/2016,19.66795367,65.3976834,47.46254826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/21/2016,39.91907514,145.7302505,71.44971098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/22/2016,31.26666667,80.22016461,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/23/2016,15.08709677,35.12903226,40.24435484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/24/2016,14.88461538,49.03076923,32.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/25/2016,18.14968815,62.86902287,44.3027027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/26/2016,23.24363636,52.74949495,42.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/27/2016,21.2765625,70.74609375,59.05546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/28/2016,23.98040816,73.40612245,56.40489796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/29/2016,21.35675676,70.26061776,63.03011583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/30/2016,21.73926499,58.24564797,54.99651838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,8/31/2016,13.18153846,46.775,36.73615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/1/2016,22.41245136,78.85214008,46.30505837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/2/2016,28.7257732,115.028866,56.55092784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/3/2016,31.72033195,105.6742739,60.2340249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/4/2016,18.28023952,58.30538922,53.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/5/2016,27.03,92.60208333,47.04416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/6/2016,18.48688525,70.92213115,41.00655738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/7/2016,25.1582205,89.35009671,44.58800774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/8/2016,14.8030888,87.2972973,35.17065637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/9/2016,21.75903614,113.7369478,33.91084337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/10/2016,21.1176699,72.45631068,50.4768932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/11/2016,27.78728324,104.77842,57.27013487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/12/2016,26.96779324,81.12127237,38.13518887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/13/2016,22.74545455,121.5516529,49.6338843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/14/2016,24.12692308,92.39615385,39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/15/2016,30.6757515,170.6933868,63.02284569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/16/2016,42.45443787,144.3747535,64.6556213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/18/2016,29.41395349,141.6647287,47.01627907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/19/2016,30.91473477,124.7288802,51.6589391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/20/2016,18.33454545,70.23865878,33.81333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/21/2016,22.46921529,135.7267442,52.81609658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/22/2016,30.04479371,118.3280943,58.67111984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/23/2016,18.68363636,65.25252525,38.72161616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/24/2016,26.47484909,147.971831,62.18028169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/25/2016,23.36511628,100.9089147,29.28604651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/26/2016,24.14469854,81.67983368,25.33970894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/27/2016,23.08359375,98.41796875,49.5328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/28/2016,23.78097087,122.1184466,48.09786408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/29/2016,18.66718147,78.60810811,26.33050193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,9/30/2016,28.17609562,115.8784861,42.82948207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/1/2016,34.62142857,155.2638889,63.25952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/2/2016,39.39920319,202.2123016,81.43984064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/3/2016,25.93022312,104.6115538,41.81014199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/5/2016,16.04512428,44.51318458,18.816826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/6/2016,35.80714286,144.8833652,56.02380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/7/2016,21.1843299,83.79166667,35.02268041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/8/2016,27.50310559,256.7525773,75.12298137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/9/2016,30.28439306,141.6480331,48.54566474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/10/2016,26.38596491,190.7880539,39.45497076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/11/2016,15.79919028,83.84795322,22.44291498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/12/2016,19.80740741,80.68825911,33.36296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/13/2016,21.29302326,112.0534979,48.23953488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/14/2016,37.38428469,167.2189922,87.89491283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/16/2016,28.70564516,99.19035109,31.29677419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/16/2016,21.96573705,72.59072581,22.38884462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/17/2016,28.71129363,115.8187251,54.55687885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/18/2016,18.84872299,65.59958932,30.04243615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/19/2016,28.18770492,91.72336066,32.9704918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/20/2016,24.61846154,94.56346154,44.84076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/21/2016,20.27514451,67.6743738,25.30867052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/23/2016,28.15609756,122.6178862,47.83902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/24/2016,26.88880309,75.19111969,28.66100386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/24/2016,13.31883495,65.13786408,15.39262136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/25/2016,12.64488189,57.0019685,24.54330709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/26/2016,20.61312741,72.68918919,29.59227799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/27/2016,25.24970414,113.3668639,49.67337278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/28/2016,10.92277992,41.06949807,26.79150579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/29/2016,23.81264822,110.0355731,34.54387352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/30/2016,14.02204724,58.08070866,27.46062992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,10/31/2016,32.07857143,148.0714286,43.16428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/1/2016,16.49706458,79.57729941,44.08062622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/2/2016,20.83255814,116.1085271,34.32790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/3/2016,23.34330709,84.93897638,24.21732283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/4/2016,32.09302326,133.9108527,49.59069767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/5/2016,19.95230769,78.84807692,17.55692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/6/2016,24.01395349,177.1472868,65.19069767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/7/2016,24.6978389,99.89980354,41.31630648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/8/2016,30.53696498,162.1964981,43.70661479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/9/2016,26.17864078,153.2135922,32.77281553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/10/2016,31.7106383,173.5647969,56.14700193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/11/2016,26.85150905,93.70020121,27.96458753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/12/2016,32.45725646,79.68665377,28.20119284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/13/2016,19.12804642,46.6861167,26.5787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/14/2016,27.22677165,43.86282306,23.16614173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/15/2016,30.55473888,86.11992263,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/16/2016,27.19133858,104.5137795,29.51020408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/17/2016,29.69302326,69.49418605,17.71860465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/18/2016,32.25657371,118.1095618,28.83585657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/19/2016,52.39075145,329.7880539,57.04508671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/20/2016,26.45925926,89.37860082,17.98271605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/21/2016,30.23166023,125.8667954,592.3528958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/22/2016,34.17220077,140.9401544,35.13590734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/23/2016,24.21419878,76.35902637,17.46450304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/24/2016,25.28454012,191.5753425,33.0739726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/25/2016,30.0416185,144.7919075,30.48786127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/26/2016,3.914166667,10.88958333,8.650833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/28/2016,17.32269939,72.67484663,15.77586912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/28/2016,31.91428571,280.0436508,43.09047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/29/2016,31.21624758,171.6615087,33.04294004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,11/30/2016,37.18554217,243.6787149,39.67710843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/1/2016,24.8175,143.1145833,33.0775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/2/2016,26.20829876,136.8319502,21.46058091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/3/2016,44.26127168,171.6936416,70.2982659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/4/2016,26.75076923,208.6269231,42.01846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/5/2016,65.27258687,433.3899614,149.7498069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/6/2016,41.49278351,219.4886598,56.63257732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/7/2016,27.27054108,245.7234469,33.80921844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/8/2016,25.65560166,172.2427386,22.50871369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/9/2016,20.21052632,56.37426901,11.32475634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/10/2016,16.57933884,65.95247934,17.77190083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/11/2016,14.93852459,62.25819672,18.00819672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/12/2016,15.26257426,68.29306931,14.83722772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/13/2016,15.27407407,52.30452675,25.6526749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/14/2016,20.74588235,55.7,20.25176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/15/2016,19.81069307,87.9960396,21.03920792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/16/2016,17.50062112,68.06004141,15.3863354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/17/2016,8.667206478,43.58097166,9.012955466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/18/2016,14.73684211,113.711501,29.01988304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/19/2016,27.3770751,113.5533597,28.98735178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/20/2016,17.10184049,59.02249489,11.94110429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/22/2016,19.96752475,174.3960396,22.98772277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/22/2016,22.46573146,85.70140281,17.65130261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/23/2016,27.52765073,99.53638254,29.56091476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/24/2016,41.91532258,196.8709677,55.97903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/25/2016,30.73564155,175.089613,32.54419552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/26/2016,21.75953757,77.46242775,23.0982659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/27/2016,26.88096192,92.53907816,26.25330661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/28/2016,24.86011561,95.29094412,23.10982659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/29/2016,18.4692607,75.32879377,15.28249027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/30/2016,27.37190083,104.8884298,28.20495868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,12/31/2016,30.68571429,104.1677019,25.33416149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/1/2017,31.65241935,158.5625,22.59677419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/2/2017,10.70805501,34.60314342,5.198428291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/3/2017,21.21351889,88.62624254,32.17097416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/4/2017,30.81656805,123.3925049,29.41775148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/5/2017,23.93553719,95.33471074,13.55702479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/7/2017,29.97844311,65.32135729,32.74011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/7/2017,28.52038835,149.4038835,32.61436893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/8/2017,27.63,61.75,11.57538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/9/2017,17.24701195,40.24701195,13.67649402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/11/2017,na,na,61.15357834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/12/2017,na,na,14.68888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/13/2017,na,na,1.748995984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/14/2017,na,na,16.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/17/2017,na,na,22.92098765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/18/2017,na,na,15.384375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/19/2017,na,na,38.58997996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/26/2017,na,na,15.83252033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/27/2017,na,na,11.52969697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/28/2017,na,na,14.79226306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,1/29/2017,na,na,11.31017964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/3/2017,na,na,15.68803089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/4/2017,na,na,21.41226216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/6/2017,na,na,36.3592955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/10/2017,na,na,27.1147929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/11/2017,na,na,22.58356713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/14/2017,na,na,24.45609756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/18/2017,na,na,18.63170732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/23/2017,na,na,15.00348162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/24/2017,na,na,18.95577299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
