ct,ID-MGRS,date,prog/10,est/10,cort/10,,,,,,,,,,,,,,,,,,ct,ID-PHX-2,date,ex-prog,ex-est,ex-cort,,ct,ID-PHX-3,date,ex-prog,ex-est,ex-cort
,s,7/16/2015,23.09182879,186.3463035,66.82412451,,,,,,,,,,,,,,,,,,275,s,5/17/2016,330.0363636,1653.292929,244.0808081,,,,,,,
,s,7/17/2015,12.58210736,84.64413519,43.28588469,,,,,,,,,,,,,,,,,,276,s,5/18/2016,488.6019802,1750.118812,305.2752475,,,,,,,
,s,7/18/2015,7.475206612,76.11570248,49.60909091,,,,,,,,,,,,,,,,,,277,s,5/19/2016,381.22334,1798.672032,302.527163,,,,,,,
,s,7/19/2015,19.58951613,89.11491935,60.43064516,,,,,,,,,,,,,,,,,,278,s,5/23/2016,297.9604743,1153.754941,222.0948617,,,,,,,
,s,7/20/2015,10.15714286,37.58531746,37.36190476,,,,,,,,,,,,,,,,,,279,s,5/24/2016,352.0490798,1711.820041,260.6298569,,,,,,,
,s,7/21/2015,12.70120482,47.2248996,44.6313253,,,,,,,,,,,,,,,,,,280,s,5/25/2016,257.6047904,1320.618762,370.8982036,,,,,,,
,s,7/22/2015,18.71294118,81.8254902,61.94352941,,,,,,,,,,,,,,,,,,281,s,5/26/2016,223.0674847,765.3783231,229.595092,,,,,,,
,s,7/23/2015,9.487140115,41.25527831,22.59040307,,,,,,,,,,,,,,,,,,282,s,5/28/2016,328.9834711,1478.553719,265.0743802,,,,,,,
,s,7/24/2015,19.43553719,114.9772727,53.6107438,,,,,,,,,,,,,,,,,,283,s,5/29/2016,330.492986,1281.523046,320.0480962,,,,,,,
,s,7/25/2015,19.5142268,82.4185567,46.74309278,,,,,,,,,,,,,,,,,,284,s,6/1/2016,279.6244898,1262.755102,215.1591837,,,,,,,
,s,7/26/2015,6.61754386,34.40740741,12.29005848,,,,,,,,,,,,,,,,,,285,s,6/3/2016,292.5957447,2299.381044,3583.009671,,,,,,,
,s,7/27/2015,12.73846154,62.59038462,31.05,,,,,,,,,,,,,,,,,,286,s,6/5/2016,237.7933884,1179.524793,379.5123967,,,,,,,
,s,7/28/2015,8.699396378,35.06639839,7.70945674,,,,,,,,,,,,,,,,,,287,s,6/6/2016,307.4457831,988.7751004,430.9076305,,,,,,,
,s,7/29/2015,19.21395349,84.18410853,24.99534884,,,,,,,,,,,,,,,,,,288,s,6/7/2016,272.8897485,2092.205029,587.7833656,,,,,,,
,s,7/30/2015,12.5044898,61.11632653,85.13877551,,,,,,,,,,,,,,,,,,289,s,6/8/2016,297.4390244,1240,542.8536585,,,,,,,
,s,7/31/2015,15.83294118,125.0039216,45.68705882,,,,,,,,,,,,,,,,,,290,s,6/10/2016,219.627907,1620.697674,446.496124,,,,,,,
,s,8/1/2015,13.28538462,45.58269231,27.37153846,,,,,,,,,,,,,,,,,,291,s,6/11/2016,225.7992278,865.9459459,266.8108108,,,,,,,
,s,8/2/2015,15.16167665,54.6506986,24.06706587,,,,,,,,,,,,,,,,,,292,s,6/12/2016,211.0445344,909.1700405,565.5546559,,,,,,,
,s,8/3/2015,12.56792079,42.18019802,17.28712871,,,,,,,,,,,,,,,,,,293,s,6/13/2016,234.8148148,931.9958848,423.5061728,,,,,,,
,s,8/4/2015,18.29461078,73.08582834,37.07305389,,,,,,,,,,,,,,,,,,294,s,6/15/2016,223.9683794,1326.245059,437.1067194,,,,,,,
,s,8/5/2015,11.38760331,49.04958678,28.8446281,,,,,,,,,,,,,,,,,,295,s,6/16/2016,298.5330661,1337.374749,415.3987976,,,,,,,
,s,8/6/2015,9.086055777,31.03784861,15.50438247,,,,,,,,,,,,,,,,,,296,s,6/17/2016,265.0588235,1056.607843,375.6392157,,,,,,,
,s,8/7/2015,17.46036961,71.12936345,34.18644764,,,,,,,,,,,,,,,,,,297,s,6/18/2016,216.5,1336.904762,325.468254,,,,,,,
,s,8/8/2015,7.428461538,40.27692308,36.12923077,,,,,,,,,,,,,,,,,,298,s,6/19/2016,198.3182711,800.8644401,239.2062868,,,,,,,
,s,8/9/2015,16.03180915,83.60437376,52.92405567,,,,,,,,,,,,,,,,,,299,s,6/20/2016,197.2573674,1084.59725,308.0943026,,,,,,,
,s,8/10/2015,na,25.042,12.6624,,,,,,,,,,,,,,,,,,300,s,6/21/2016,295.2426036,1186.42998,533.6252465,,,,,,,
,s,8/11/2015,9,40.52788845,14.8876494,,,,,,,,,,,,,,,,,,301,s,6/22/2016,234.2823529,1223.588235,472.854902,,,,,,,
,s,8/12/2015,19.1448,100.19,62.8704,,,,,,,,,,,,,,,,,,302,s,6/24/2016,159.5184466,679.184466,279.8524272,,,,,,,
,s,8/13/2015,6.135892514,42.43570058,40.98426104,,,,,,,,,,,,,,,,,,303,s,6/25/2016,314.1692308,1785.884615,653.0615385,,,,,,,
,s,8/14/2015,16.60527383,50.29614604,49.84989858,,,,,,,,,,,,,,,,,,304,s,6/29/2016,222.8605108,1721.552063,606.0353635,,,,,,,
,s,8/15/2015,11.9666004,36.42743539,42.21232604,,,,,,,,,,,,,,,,,,305,s,6/30/2016,170.712,378,211.808,,,,,,,
,s,8/16/2015,14.57821782,51.16633663,65.75762376,,,,,,,,,,,,,,,,,,306,s,7/12/2016,315.2177419,2233.245968,544.9596774,,,,,,,
,s,8/17/2015,18.33230769,154.3423077,49.47230769,,,,,,,,,,,,,,,,,,307,s,7/13/2016,326.313253,1813.232932,585.5662651,,,,,,,
,s,8/18/2015,15.22600382,37.89866157,40.42370937,,,,,,,,,,,,,,,,,,308,s,7/14/2016,340.6046512,1539.263566,623.2015504,,,,,,,
,s,8/19/2015,17.80790514,120.1936759,75.656917,,,,,,,,,,,,,,,,,,309,s,7/17/2016,315.7207392,1351.252567,478.201232,,,,,,,
,s,8/20/2015,11.64790419,52.1257485,47.34850299,,,,,,,,,,,,,,,,,,310,s,7/18/2016,336.0461538,1062.461538,6569.1,,,,,,,
,s,8/21/2015,19.07368421,147.8732943,54.07017544,,,,,,,,,,,,,,,,,,311,s,7/19/2016,314.4684318,1303.360489,539.5845214,,,,,,,
,s,8/22/2015,8.601956947,88.52446184,27.2853229,,,,,,,,,,,,,,,,,,312,s,7/20/2016,290.5263158,885.2046784,543.9610136,,,,,,,
,s,8/23/2015,15.97142857,126.8154762,41.17380952,,,,,,,,,,,,,,,,,,313,s,7/21/2016,458.0963855,2568.915663,10838.38554,,,,,,,
,s,8/24/2015,19.15688623,265.0159681,164.1005988,,,,,,,,,,,,,,,,,,314,s,7/22/2016,297.6602317,1003.436293,744.5328185,,,,,,,
,s,8/25/2015,14.46441352,150.2922465,52.56858847,,,,,,,,,,,,,,,,,,315,s,7/23/2016,454.4824903,1105.038911,566.0389105,,,,,,,
,s,8/26/2015,14.56465696,79.43866944,45.33804574,,,,,,,,,,,,,,,,,,316,s,7/24/2016,279.8709677,868.4879032,568.016129,,,,,,,
,s,8/27/2015,10.67142857,99.95238095,37.67857143,,,,,,,,,,,,,,,,,,317,s,7/25/2016,427.6341948,1064.512922,792.5248509,,,,,,,
,s,8/28/2015,16.50661323,118.5571142,37.42364729,,,,,,,,,,,,,,,,,,318,s,7/26/2016,269.306288,1018.681542,436.6004057,,,,,,,
,s,8/29/2015,20.94035088,192.8401559,45.17426901,,,,,,,,,,,,,,,,,,319,s,7/27/2016,278.3907157,776.4603482,488.1547389,,,,,,,
,s,8/30/2015,na,137.88,22.5696,,,,,,,,,,,,,,,,,,320,s,7/28/2016,382.2857143,1398.928571,463.8809524,,,,,,,
,s,8/31/2015,na,128.7582645,16.19752066,,,,,,,,,,,,,,,,,,321,s,7/29/2016,241.1348089,407.5050302,319.2676056,,,,,,,
,s,1/1/2016,17.78698225,33.89349112,34.90729783,,,,,,,,,,,,,,,,,,322,s,7/30/2016,346.5,584.1393443,310.8934426,,,,,,,
,s,1/2/2016,17.5943662,29.86720322,10.85311871,,,,,,,,,,,,,,,,,,323,s,7/31/2016,312.6985447,717.1517672,634.6029106,,,,,,,
,s,1/3/2016,30.40727273,106.7232323,64.80969697,,,,,,,,,,,,,,,,,,324,s,8/1/2016,378.7258065,2656.25,1066.717742,,,,,,,
,s,1/4/2016,22.5686747,55.63052209,42.39116466,,,,,,,,,,,,,,,,,,325,s,8/3/2016,337.8461538,1132.442308,623.1,,,,,,,
,s,1/5/2016,32.81102362,86.09448819,65.31023622,,,,,,,,,,,,,,,,,,326,s,8/4/2016,250.8923077,921.7115385,600.0230769,,,,,,,
,s,1/6/2016,28.37227723,78,42.99881188,,,,,,,,,,,,,,,,,,327,s,8/5/2016,389.1663405,939.2563601,1099.819961,,,,,,,
,s,1/7/2016,40.44748491,109.7947686,44.58832998,,,,,,,,,,,,,,,,,,328,s,8/6/2016,247.5180723,991.1646586,550.5783133,,,,,,,
,s,1/8/2016,23.8902439,54.04268293,33.53495935,,,,,,,,,,,,,,,,,,329,s,8/7/2016,204.4541833,676.5936255,473.3784861,,,,,,,
,s,1/9/2016,29.39178082,82.00978474,56.3334638,,,,,,,,,,,,,,,,,,330,s,8/8/2016,236.3319838,561.8825911,402.2672065,,,,,,,
,s,1/10/2016,20.2392,50.888,25.6664,,,,,,,,,,,,,,,,,,331,s,8/9/2016,171.6024341,434.198783,957.4442191,,,,,,,
,s,1/11/2016,29.2608,97.234,32.5536,,,,,,,,,,,,,,,,,,332,s,8/10/2016,250.360396,782.7920792,474.1782178,,,,,,,
,s,1/12/2016,9.014423077,33.09134615,17.04326923,,,,,,,,,,,,,,,,,,333,s,8/12/2016,192.2459016,382.7868852,345.0163934,,,,,,,
,s,1/13/2016,22.5675,82.64583333,30.9875,,,,,,,,,,,,,,,,,,334,s,8/13/2016,182.2978723,477.1760155,528.8355899,,,,,,,
,s,1/14/2016,15.77964072,46.499002,32.90938124,,,,,,,,,,,,,,,,,,335,s,8/14/2016,388.4247104,923.8030888,443.6293436,,,,,,,
,s,1/16/2016,31.81935484,75.36491935,61.29112903,,,,,,,,,,,,,,,,,,336,s,8/15/2016,252.1414538,784.0667976,490.0196464,,,,,,,
,s,1/17/2016,31.96948454,124.9072165,101.705567,,,,,,,,,,,,,,,,,,337,s,8/16/2016,186.5714286,386.2896825,349.1746032,,,,,,,
,s,1/18/2016,30.75923077,65.44615385,79.17923077,,,,,,,,,,,,,,,,,,338,s,8/17/2016,181.0391753,678.8247423,448.6762887,,,,,,,
,s,1/19/2016,22.625,47.84027778,32.08333333,,,,,,,,,,,,,,,,,,339,s,8/18/2016,267.6461538,773.6923077,850.6384615,,,,,,,
,s,1/20/2016,28.19076923,61.91923077,40.18615385,,,,,,,,,,,,,,,,,,340,s,8/19/2016,270.816568,643.5502959,432.6390533,,,,,,,
,s,1/21/2016,56.35247525,144.790099,88.3009901,,,,,,,,,,,,,,,,,,341,s,8/20/2016,177.355102,593.4081633,465.6244898,,,,,,,
,s,1/22/2016,17.69538462,33.79038462,30.09692308,,,,,,,,,,,,,,,,,,342,s,8/21/2016,196.6795367,653.976834,474.6254826,,,,,,,
,s,1/23/2016,11.26545455,108.5474747,56.92363636,,,,,,,,,,,,,,,,,,343,s,8/21/2016,399.1907514,1457.302505,714.4971098,,,,,,,
,s,1/24/2016,32.96205534,84.46245059,43.14940711,,,,,,,,,,,,,,,,,,344,s,8/22/2016,312.6666667,802.2016461,486,,,,,,,
,s,1/25/2016,31.19524752,107.0019802,50.27485149,,,,,,,,,,,,,,,,,,345,s,8/23/2016,150.8709677,351.2903226,402.4435484,,,,,,,
,s,1/26/2016,19.52601156,39.0982659,25.2539499,,,,,,,,,,,,,,,,,,346,s,8/24/2016,148.8461538,490.3076923,324.6,,,,,,,
,s,1/27/2016,26.17651822,99.79352227,45.90769231,,,,,,,,,,,,,,,,,,347,s,8/25/2016,181.4968815,628.6902287,443.027027,,,,,,,
,s,1/28/2016,19.93188119,51.69306931,34.74772277,,,,,,,,,,,,,,,,,,348,s,8/26/2016,232.4363636,527.4949495,429.6,,,,,,,
,s,1/29/2016,36.5100616,69.80903491,35.45462012,,,,,,,,,,,,,,,,,,349,s,8/27/2016,212.765625,707.4609375,590.5546875,,,,,,,
,s,1/30/2016,33.3984375,197.2695313,67.6609375,,,,,,,,,,,,,,,,,,350,s,8/28/2016,239.8040816,734.0612245,564.0489796,,,,,,,
,s,1/31/2016,23.36792079,86.08514851,38.15445545,,,,,,,,,,,,,,,,,,351,s,8/29/2016,213.5675676,702.6061776,630.3011583,,,,,,,
,s,2/1/2016,14.07461538,94.26153846,32.91230769,,,,,,,,,,,,,,,,,,352,s,8/30/2016,217.3926499,582.4564797,549.9651838,,,,,,,
,s,2/2/2016,32.3475,99.05625,40.40583333,,,,,,,,,,,,,,,,,,353,s,8/31/2016,131.8153846,467.75,367.3615385,,,,,,,
,s,2/3/2016,27.39352227,115.8906883,31.02753036,,,,,,,,,,,,,,,,,,354,s,9/1/2016,224.1245136,788.5214008,463.0505837,,,,,,,
,s,2/4/2016,23.95648855,119.9141221,29.5259542,,,,,,,,,,,,,,,,,,355,s,9/2/2016,287.257732,1150.28866,565.5092784,,,,,,,
,s,2/5/2016,27.85411765,128.9098039,42.92627451,,,,,,,,,,,,,,,,,,356,s,9/3/2016,317.2033195,1056.742739,602.340249,,,,,,,
,s,2/6/2016,27.17178423,137.9502075,31.11120332,,,,,,,,,,,,,,,,,,357,s,9/4/2016,182.8023952,583.0538922,533.3333333,,,,,,,
,s,2/7/2016,30.5245509,146.49501,31.60798403,,,,,,,,,,,,,,,,,,358,s,9/5/2016,270.3,926.0208333,470.4416667,,,,,,,
,s,2/8/2016,35.235,182.5645833,39.06666667,,,,,,,,,,,,,,,,,,359,s,9/6/2016,184.8688525,709.2213115,410.0655738,,,,,,,
,s,2/9/2016,26.80248447,111.3561077,54.35279503,,,,,,,,,,,,,,,,,,360,s,9/7/2016,251.582205,893.5009671,445.8800774,,,,,,,
,s,2/10/2016,29.71417323,110.9311024,35.22519685,,,,,,,,,,,,,,,,,,361,s,9/8/2016,148.030888,872.972973,351.7065637,,,,,,,
,s,2/11/2016,45.46909091,265.3454545,43.25818182,,,,,,,,,,,,,,,,,,362,s,9/9/2016,217.5903614,1137.369478,339.1084337,,,,,,,
,s,2/12/2016,27.57894737,112.202729,25.60779727,,,,,,,,,,,,,,,,,,363,s,9/10/2016,211.176699,724.5631068,504.768932,,,,,,,
,s,2/13/2016,15.6456,59.41,14.9296,,,,,,,,,,,,,,,,,,364,s,9/11/2016,277.8728324,1047.7842,572.7013487,,,,,,,
,s,2/14/2016,9.12,25.08571429,8.460408163,,,,,,,,,,,,,,,,,,365,s,9/12/2016,269.6779324,811.2127237,381.3518887,,,,,,,
,s,2/15/2016,7.7664,21.586,15.2776,,,,,,,,,,,,,,,,,,366,s,9/13/2016,227.4545455,1215.516529,496.338843,,,,,,,
,s,2/16/2016,27.02125984,165.1633858,31.64251969,,,,,,,,,,,,,,,,,,367,s,9/14/2016,241.2692308,923.9615385,391.8,,,,,,,
,s,2/17/2016,10.05659656,25.13193117,10.32887189,,,,,,,,,,,,,,,,,,368,s,9/15/2016,306.757515,1706.933868,630.2284569,,,,,,,
,s,2/18/2016,27.76296296,188.0082305,34.8526749,,,,,,,,,,,,,,,,,,369,s,9/16/2016,424.5443787,1443.747535,646.556213,,,,,,,
,s,2/19/2016,24.47265306,100.6020408,25.84081633,,,,,,,,,,,,,,,,,,370,s,9/18/2016,294.1395349,1416.647287,470.1627907,,,,,,,
,s,2/21/2016,46.88744939,229.6214575,82.6097166,,,,,,,,,,,,,,,,,,371,s,9/19/2016,309.1473477,1247.288802,516.589391,,,,,,,
,s,2/22/2016,14.55826772,45.8484252,14.04173228,,,,,,,,,,,,,,,,,,372,s,9/20/2016,183.3454545,702.3865878,338.1333333,,,,,,,
,s,2/23/2016,32.49581749,173.4543726,34.19163498,,,,,,,,,,,,,,,,,,373,s,9/21/2016,224.6921529,1357.267442,528.1609658,,,,,,,
,s,2/24/2016,37.11891892,261.8590734,61.62857143,,,,,,,,,,,,,,,,,,374,s,9/22/2016,300.4479371,1183.280943,586.7111984,,,,,,,
,s,2/25/2016,35.2621118,154.1428571,51.09565217,,,,,,,,,,,,,,,,,,375,s,9/23/2016,186.8363636,652.5252525,387.2161616,,,,,,,
,s,2/29/2016,32.14285714,71.55918367,38.00571429,,,,,,,,,,,,,,,,,,376,s,9/24/2016,264.7484909,1479.71831,621.8028169,,,,,,,
,s,3/1/2016,39.92129817,129.1703854,43.5148073,,,,,,,,,,,,,,,,,,377,s,9/25/2016,233.6511628,1009.089147,292.8604651,,,,,,,
,s,3/2/2016,49.96235294,157.0745098,40.84156863,,,,,,,,,,,,,,,,,,378,s,9/26/2016,241.4469854,816.7983368,253.3970894,,,,,,,
,s,3/3/2016,46.92730845,220.0314342,44.22789784,,,,,,,,,,,,,,,,,,379,s,9/27/2016,230.8359375,984.1796875,495.328125,,,,,,,
,s,3/4/2016,30.65853659,95.92479675,29.76585366,,,,,,,,,,,,,,,,,,380,s,9/28/2016,237.8097087,1221.184466,480.9786408,,,,,,,
,s,3/5/2016,48.23420523,214.8511066,43.00523139,,,,,,,,,,,,,,,,,,381,s,9/29/2016,186.6718147,786.0810811,263.3050193,,,,,,,
,s,3/6/2016,42.88383234,150.994012,36.97884232,,,,,,,,,,,,,,,,,,382,s,9/30/2016,281.7609562,1158.784861,428.2948207,,,,,,,
,s,3/7/2016,43.02403259,263.7474542,62.02851324,,,,,,,,,,,,,,,,,,383,s,10/1/2016,346.2142857,1552.638889,632.5952381,,,,,,,
,s,3/8/2016,42.12,139.622,33.2528,,,,,,,,,,,,,,,,,,384,s,10/2/2016,393.9920319,2022.123016,814.3984064,,,,,,,
,s,3/9/2016,34.74037267,121.8985507,44.49358178,,,,,,,,,,,,,,,,,,385,s,10/3/2016,259.3022312,1046.115538,418.1014199,,,,,,,
,s,3/10/2016,38.1655706,137.7524178,37.19458414,,,,,,,,,,,,,,,,,,386,s,10/5/2016,160.4512428,445.1318458,188.16826,,,,,,,
,s,3/11/2016,39.99432049,178.8235294,30.0811359,,,,,,,,,,,,,,,,,,387,s,10/6/2016,358.0714286,1448.833652,560.2380952,,,,,,,
,s,3/12/2016,37.22371542,99.51976285,32.11857708,,,,,,,,,,,,,,,,,,388,s,10/7/2016,211.843299,837.9166667,350.2268041,,,,,,,
,s,3/13/2016,26.54912621,80.76893204,32.29980583,,,,,,,,,,,,,,,,,,389,s,10/8/2016,275.0310559,2567.525773,751.2298137,,,,,,,
,s,3/14/2016,31.7915493,99.2555332,36.42736419,,,,,,,,,,,,,,,,,,390,s,10/9/2016,302.8439306,1416.480331,485.4566474,,,,,,,
,s,3/15/2016,20.89721116,62.60956175,23.64780876,,,,,,,,,,,,,,,,,,391,s,10/10/2016,263.8596491,1907.880539,394.5497076,,,,,,,
,s,3/16/2016,37.9016129,139.983871,36.24274194,,,,,,,,,,,,,,,,,,392,s,10/11/2016,157.9919028,838.4795322,224.4291498,,,,,,,
,s,3/17/2016,41.25,125.1309524,51.7015873,,,,,,,,,,,,,,,,,,393,s,10/12/2016,198.0740741,806.8825911,333.6296296,,,,,,,
,s,3/18/2016,34.68837209,99.61046512,26.78914729,,,,,,,,,,,,,,,,,,394,s,10/13/2016,212.9302326,1120.534979,482.3953488,,,,,,,
,s,3/19/2016,41.16705882,150.3333333,44.44862745,,,,,,,,,,,,,,,,,,395,s,10/14/2016,373.8428469,1672.189922,878.9491283,,,,,,,
,s,3/21/2016,49.19527559,238.2007874,56.25748031,,,,,,,,,,,,,,,,,,396,s,10/16/2016,287.0564516,991.9035109,312.9677419,,,,,,,
,s,3/22/2016,50.13831041,214.0019646,54.51709234,,,,,,,,,,,,,,,,,,397,s,10/16/2016,219.6573705,725.9072581,223.8884462,,,,,,,
,s,3/23/2016,44.72816327,170.144898,38.20163265,,,,,,,,,,,,,,,,,,398,s,10/17/2016,287.1129363,1158.187251,545.5687885,,,,,,,
,s,3/24/2016,34.00570265,123.0407332,34.22892057,,,,,,,,,,,,,,,,,,399,s,10/18/2016,188.4872299,655.9958932,300.4243615,,,,,,,
,s,3/28/2016,25.52392638,72.65439673,16.52377049,,,,,,,,,,,,,,,,,,400,s,10/19/2016,281.8770492,917.2336066,329.704918,,,,,,,
,s,3/29/2016,29.49486653,80.79876797,17.96790123,,,,,,,,,,,,,,,,,,401,s,10/20/2016,246.1846154,945.6346154,448.4076923,,,,,,,
,s,3/30/2016,13.8,27.425,5.017142857,,,,,,,,,,,,,,,,,,402,s,10/21/2016,202.7514451,676.743738,253.0867052,,,,,,,
,s,3/31/2016,24.03442623,99.22336066,25.2675835,,,,,,,,,,,,,,,,,,403,s,10/23/2016,281.5609756,1226.178862,478.3902439,,,,,,,
,s,3/31/2016,28.17037037,77.29423868,23.82798354,,,,,,,,,,,,,,,,,,404,s,10/24/2016,268.8880309,751.9111969,286.6100386,,,,,,,
,s,4/1/2016,26.59591837,84.76122449,23.9,,,,,,,,,,,,,,,,,,405,s,10/24/2016,133.1883495,651.3786408,153.9262136,,,,,,,
,s,4/2/2016,20.52495088,53.01178782,14.12796781,,,,,,,,,,,,,,,,,,406,s,10/25/2016,126.4488189,570.019685,245.4330709,,,,,,,
,s,4/3/2016,18.59016393,40.96721311,7.718834951,,,,,,,,,,,,,,,,,,407,s,10/26/2016,206.1312741,726.8918919,295.9227799,,,,,,,
,s,4/4/2016,10.1372093,26.61046512,7.328063241,,,,,,,,,,,,,,,,,,408,s,10/27/2016,252.4970414,1133.668639,496.7337278,,,,,,,
,s,4/5/2016,21.66519115,49.85110664,18.29105058,,,,,,,,,,,,,,,,,,409,s,10/28/2016,109.2277992,410.6949807,267.9150579,,,,,,,
,s,4/6/2016,25.57048544,114.7631068,27.22174757,,,,,,,,,,,,,,,,,,410,s,10/29/2016,238.1264822,1100.355731,345.4387352,,,,,,,
,s,4/7/2016,25.55573123,90.61660079,28.16284585,,,,,,,,,,,,,,,,,,411,s,10/30/2016,140.2204724,580.8070866,274.6062992,,,,,,,
,s,4/8/2016,33.93385214,201.4357977,43.10194553,,,,,,,,,,,,,,,,,,412,s,10/31/2016,320.7857143,1480.714286,431.6428571,,,,,,,
,s,4/10/2016,29.0325,91.875,27.2925,,,,,,,,,,,,,,,,,,413,s,11/1/2016,164.9706458,795.7729941,440.8062622,,,,,,,
,s,4/10/2016,29.1234375,329.4101563,52.99921875,,,,,,,,,,,,,,,,,,414,s,11/2/2016,208.3255814,1161.085271,343.2790698,,,,,,,
,s,4/11/2016,36.58040816,138.7346939,33.1877551,,,,,,,,,,,,,,,,,,415,s,11/3/2016,233.4330709,849.3897638,242.1732283,,,,,,,
,s,4/12/2016,27.83671875,87.96679688,21.97734375,,,,,,,,,,,,,,,,,,416,s,11/4/2016,320.9302326,1339.108527,495.9069767,,,,,,,
,s,4/13/2016,28.85549133,123.0481696,28,,,,,,,,,,,,,,,,,,417,s,11/5/2016,199.5230769,788.4807692,175.5692308,,,,,,,
,s,4/14/2016,30.90784708,181.7042254,35.27323944,,,,,,,,,,,,,,,,,,418,s,11/6/2016,240.1395349,1771.472868,651.9069767,,,,,,,
,s,4/15/2016,35.4796875,227.2734375,53.91796875,,,,,,,,,,,,,,,,,,419,s,11/7/2016,246.978389,998.9980354,413.1630648,,,,,,,
,s,4/17/2016,31.85590062,149.1325052,32.37101449,,,,,,,,,,,,,,,,,,420,s,11/8/2016,305.3696498,1621.964981,437.0661479,,,,,,,
,s,4/18/2016,36.97590361,179.4417671,34.35100402,,,,,,,,,,,,,,,,,,421,s,11/9/2016,261.7864078,1532.135922,327.7281553,,,,,,,
,s,4/19/2016,34.09979381,177.5340206,39.98762887,,,,,,,,,,,,,,,,,,422,s,11/10/2016,317.106383,1735.647969,561.4700193,,,,,,,
,s,4/20/2016,35.51953578,182.8723404,59.77794971,,,,,,,,,,,,,,,,,,423,s,11/11/2016,268.5150905,937.0020121,279.6458753,,,,,,,
,s,4/21/2016,44.64280156,94.73346304,46.63657588,,,,,,,,,,,,,,,,,,424,s,11/12/2016,324.5725646,796.8665377,282.0119284,,,,,,,
,s,4/22/2016,34.17380457,129.8461538,34.37255717,,,,,,,,,,,,,,,,,,425,s,11/13/2016,191.2804642,466.861167,265.787234,,,,,,,
,s,4/23/2016,28.715625,134.5976563,32.671875,,,,,,,,,,,,,,,,,,426,s,11/14/2016,272.2677165,438.6282306,231.6614173,,,,,,,
,s,4/24/2016,30.15354331,177.0393701,44.23228346,,,,,,,,,,,,,,,,,,427,s,11/15/2016,305.5473888,861.1992263,244,,,,,,,
,s,4/25/2016,38.18796117,158.4252427,46.76660194,,,,,,,,,,,,,,,,,,428,s,11/16/2016,271.9133858,1045.137795,295.1020408,,,,,,,
,s,4/26/2016,33.93346856,133.9492901,29.50831643,,,,,,,,,,,,,,,,,,429,s,11/17/2016,296.9302326,694.9418605,177.1860465,,,,,,,
,s,4/27/2016,22.41481481,109.6995885,33.3563786,,,,,,,,,,,,,,,,,,430,s,11/18/2016,322.5657371,1181.095618,288.3585657,,,,,,,
,s,4/28/2016,17.45096525,127.6814672,32.31428571,,,,,,,,,,,,,,,,,,431,s,11/19/2016,523.9075145,3297.880539,570.4508671,,,,,,,
,s,4/29/2016,31.44049587,181.5867769,42.37438017,,,,,,,,,,,,,,,,,,432,s,11/20/2016,264.5925926,893.7860082,179.8271605,,,,,,,
,s,4/30/2016,24.24971098,151.283237,34.98651252,,,,,,,,,,,,,,,,,,433,s,11/21/2016,302.3166023,1258.667954,5923.528958,,,,,,,
,s,5/1/2016,20.88705882,104.1686275,22.31921569,,,,,,,,,,,,,,,,,,434,s,11/22/2016,341.7220077,1409.401544,351.3590734,,,,,,,
,s,5/2/2016,25.38292683,116.0914634,28.09430894,,,,,,,,,,,,,,,,,,435,s,11/23/2016,242.1419878,763.5902637,174.6450304,,,,,,,
,s,5/3/2016,29.29294606,124.5539419,48.50124481,,,,,,,,,,,,,,,,,,436,s,11/24/2016,252.8454012,1915.753425,330.739726,,,,,,,
,s,5/4/2016,33.60247423,50.11340206,23.16206186,,,,,,,,,,,,,,,,,,437,s,11/25/2016,300.416185,1447.919075,304.8786127,,,,,,,
,s,5/5/2016,27.81882353,82.64117647,28.60784314,,,,,,,,,,,,,,,,,,438,s,11/26/2016,39.14166667,108.8958333,86.50833333,,,,,,,
,s,5/6/2016,23.21257367,78.83693517,25.41925344,,,,,,,,,,,,,,,,,,439,s,11/28/2016,173.2269939,726.7484663,157.7586912,,,,,,,
,s,5/7/2016,37.24905284,179.445663,43.41375872,,,,,,,,,,,,,,,,,,440,s,11/28/2016,319.1428571,2800.436508,430.9047619,,,,,,,
,s,5/8/2016,34.21056751,160.3444227,25.28610568,,,,,,,,,,,,,,,,,,441,s,11/29/2016,312.1624758,1716.615087,330.4294004,,,,,,,
,s,5/9/2016,39.96585366,114.597561,23.83333333,,,,,,,,,,,,,,,,,,442,s,11/30/2016,371.8554217,2436.787149,396.7710843,,,,,,,
,s,5/10/2016,28.940625,116.6855469,21.06796875,,,,,,,,,,,,,,,,,,443,s,12/1/2016,248.175,1431.145833,330.775,,,,,,,
,s,5/11/2016,31.07667984,121.9189723,20.2972332,,,,,,,,,,,,,,,,,,444,s,12/2/2016,262.0829876,1368.319502,214.6058091,,,,,,,
,s,5/12/2016,28.56798337,67.4033264,16.48232848,,,,,,,,,,,,,,,,,,445,s,12/3/2016,442.6127168,1716.936416,702.982659,,,,,,,
,s,5/13/2016,22.82994242,74.76583493,30.49673704,,,,,,,,,,,,,,,,,,446,s,12/4/2016,267.5076923,2086.269231,420.1846154,,,,,,,
,s,5/15/2016,26.63571429,87.65277778,20.37777778,,,,,,,,,,,,,,,,,,447,s,12/5/2016,652.7258687,4333.899614,1497.498069,,,,,,,
